,Epochs,Loss,Epoch
0,3.715955972671509,1.0
1,3.705101490020752,2.0
2,3.6941747665405273,3.0
3,3.682387351989746,4.0
4,3.6692848205566406,5.0
5,3.654508352279663,6.0
6,3.6378164291381836,7.0
7,3.6189510822296143,8.0
8,3.597747802734375,9.0
9,3.5740203857421875,10.0
10,3.5475504398345947,11.0
11,3.5180842876434326,12.0
12,3.4854142665863037,13.0
13,3.4493086338043213,14.0
14,3.4094455242156982,15.0
15,3.365482807159424,16.0
16,3.3170647621154785,17.0
17,3.263775587081909,18.0
18,3.2052500247955322,19.0
19,3.1410953998565674,20.0
20,3.0709950923919678,21.0
21,2.9945058822631836,22.0
22,2.91127872467041,23.0
23,2.8210487365722656,24.0
24,2.723733901977539,25.0
25,2.6193151473999023,26.0
26,2.5078563690185547,27.0
27,2.3895623683929443,28.0
28,2.2647905349731445,29.0
29,2.133984088897705,30.0
30,1.9976212978363037,31.0
31,1.8565027713775635,32.0
32,1.711917757987976,33.0
33,1.565492868423462,34.0
34,1.419002890586853,35.0
35,1.274390697479248,36.0
36,1.1335852146148682,37.0
37,0.9984110593795776,38.0
38,0.8706476092338562,39.0
39,0.7519675493240356,40.0
40,0.6437160968780518,41.0
41,0.5467014312744141,42.0
42,0.4611353278160095,43.0
43,0.3867756426334381,44.0
44,0.32301923632621765,45.0
45,0.26896271109580994,46.0
46,0.22351551055908203,47.0
47,0.18555280566215515,48.0
48,0.1540287286043167,49.0
49,0.12798315286636353,50.0
50,0.10654444992542267,51.0
51,0.0889430046081543,52.0
52,0.07451379299163818,53.0
53,0.06268631666898727,54.0
54,0.052985817193984985,55.0
55,0.045018769800662994,56.0
56,0.038464609533548355,57.0
57,0.033062029629945755,58.0
58,0.02859524078667164,59.0
59,0.02488706447184086,60.0
60,0.021793296560645103,61.0
61,0.019199546426534653,62.0
62,0.017015334218740463,63.0
63,0.015168300829827785,64.0
64,0.013600421138107777,65.0
65,0.012264370918273926,66.0
66,0.01112099178135395,67.0
67,0.010137772187590599,68.0
68,0.00928834080696106,69.0
69,0.008551245555281639,70.0
70,0.007908849976956844,71.0
71,0.0073467036709189415,72.0
72,0.006853086873888969,73.0
73,0.006418189033865929,74.0
74,0.006033696699887514,75.0
75,0.005692560691386461,76.0
76,0.005388817749917507,77.0
77,0.005117394961416721,78.0
78,0.0048740701749920845,79.0
79,0.004655156750231981,80.0
80,0.0044575403444468975,81.0
81,0.004278584849089384,82.0
82,0.004116039723157883,83.0
83,0.003967978525906801,84.0
84,0.0038327404763549566,85.0
85,0.00370882754214108,86.0
86,0.003594988491386175,87.0
87,0.0034901106264442205,88.0
88,0.003393211867660284,89.0
89,0.003303466597571969,90.0
90,0.0032201057765632868,91.0
91,0.003142456291243434,92.0
92,0.003069936530664563,93.0
93,0.00300207338295877,94.0
94,0.0029383788350969553,95.0
95,0.002878475934267044,96.0
96,0.0028220079839229584,97.0
97,0.0027686504181474447,98.0
98,0.0027181426994502544,99.0
99,0.0026702245231717825,100.0
